Entity,Code,Year,$2.15 a day - Share of population in poverty,990305-annotations,$2.15 a day - Number in poverty,990286-annotations
Other high income countries (PIP),,1990,0.42608482,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",3843851,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1991,0.44923493,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",4089404,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1992,0.49910635,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",4585676,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1993,0.561037,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5198234,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1994,0.5233721,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",4886688,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1995,0.51650375,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",4858414,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1996,0.56011474,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5308504,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1997,0.54947656,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5245866,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1998,0.55282295,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5315114,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,1999,0.5204084,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5038137,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2000,0.48948246,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",4772920,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2001,0.5034583,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",4944834,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2002,0.5167116,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5111512,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2003,0.5676806,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5654562,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2004,0.5406382,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5423166,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2005,0.5374484,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5430750,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2006,0.51204246,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5217356,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2007,0.49762934,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5116968,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2008,0.50791925,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5271804,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2009,0.520898,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5450870,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2010,0.51645684,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5442033,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2011,0.5552951,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",5877066,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2012,0.58211493,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",6196891,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2013,0.638183,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",6834698,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2014,0.6789597,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",7316082,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2015,0.7372639,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",7992175,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2016,0.63445866,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",6919661,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2017,0.6973014,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",7645977,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2018,0.61982644,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",6831158,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2019,0.6024741,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",6669153,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2020,0.36542326,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",4063084,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2021,0.32281625,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",3589407,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2022,0.6388821,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",7127630,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2023,0.6390803,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",7147187,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Other high income countries (PIP),,2024,0.63883054,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia",7165876,"e.g. US, Western Europe, Australia, Japan, South Korea and Saudi Arabia"
Pakistan,PAK,1987,67.336235,,70198760,
Pakistan,PAK,1990,65.1108,,76380712,
Pakistan,PAK,1996,22.29407,,31051748,
Pakistan,PAK,1998,29.7766,,43945880,
Pakistan,PAK,2001,33.275234,,53653080,
Pakistan,PAK,2004,20.203358,,34852884,
Pakistan,PAK,2005,20.296938,,35767476,
Pakistan,PAK,2007,14.898684,,27402886,
Pakistan,PAK,2010,9.381865,,18438048,
Pakistan,PAK,2011,9.587885,,19214534,
Pakistan,PAK,2013,7.362643,,15225547,
Pakistan,PAK,2015,5.110188,,10846225,
Pakistan,PAK,2018,4.932448,,10925983,
Palestine,PSE,2004,0.5896262,,19084,
Palestine,PSE,2005,0.20256646,,6726,
Palestine,PSE,2006,0.31365532,,10684,
Palestine,PSE,2007,1.3573977,,47434,
Palestine,PSE,2009,0.2651386,,9781,
Palestine,PSE,2010,0.04360255,,1651,
Palestine,PSE,2011,0.18903968,,7340,
Palestine,PSE,2016,0.5027174,,22285,
Panama,PAN,1979,6.196,,118456,
Panama,PAN,1989,22.412273,,537566,
Panama,PAN,1991,20.110653,,503177,
Panama,PAN,1995,15.194985,,412706,
Panama,PAN,1997,14.206259,,401752,
Panama,PAN,1998,14.458805,,417162,
Panama,PAN,1999,12.275087,,361271,
Panama,PAN,2000,11.071512,,332337,
Panama,PAN,2001,14.045302,,429930,
Panama,PAN,2002,9.564354,,298503,
Panama,PAN,2003,9.879252,,314319,
Panama,PAN,2004,8.747402,,283705,
Panama,PAN,2005,8.564978,,283147,
Panama,PAN,2006,9.389637,,316297,
Panama,PAN,2007,6.665941,,228749,
Panama,PAN,2008,4.0731487,,142368,
Panama,PAN,2009,2.5282087,,89988,
Panama,PAN,2010,3.3920667,,122916,
Panama,PAN,2011,2.452237,,90455,
Panama,PAN,2012,3.4651458,,130111,
Panama,PAN,2013,2.2445593,,85777,
Panama,PAN,2014,2.8937745,,112533,
Panama,PAN,2015,1.5139548,,59909,
Panama,PAN,2016,1.5169268,,61077,
Panama,PAN,2017,2.0971286,,85900,
Panama,PAN,2018,1.4056449,,58549,
Panama,PAN,2019,1.0040996,,42499,
Panama,PAN,2021,1.1082573,,48223,
Panama,PAN,2023,1.2881935,,57558,
Papua New Guinea,PNG,1996,52.644897,,2519530,
Papua New Guinea,PNG,2009,39.68331,,2979909,
Paraguay,PRY,1990,1.1892296,,48273,
Paraguay,PRY,1995,12.40302,,571025,
Paraguay,PRY,1997,10.553168,,508482,
Paraguay,PRY,1999,10.206738,,512994,
Paraguay,PRY,2001,8.94098,,465963,
Paraguay,PRY,2002,13.235834,,699714,
Paraguay,PRY,2003,8.302468,,444452,
Paraguay,PRY,2004,5.7077723,,309151,
Paraguay,PRY,2005,6.0722804,,332571,
Paraguay,PRY,2006,7.947744,,439882,
Paraguay,PRY,2007,7.842305,,438396,
Paraguay,PRY,2008,4.321988,,243983,
Paraguay,PRY,2009,5.767492,,328896,
Paraguay,PRY,2010,5.4597416,,314951,
Paraguay,PRY,2011,5.048014,,295003,
Paraguay,PRY,2012,3.33131,,197324,
Paraguay,PRY,2013,1.7875661,,107355,
Paraguay,PRY,2014,2.413888,,147023,
Paraguay,PRY,2015,1.8913445,,116846,
Paraguay,PRY,2016,1.6942916,,106175,
Paraguay,PRY,2017,0.98143935,,62374,
Paraguay,PRY,2018,1.4066867,,90637,
Paraguay,PRY,2019,1.0115106,,66052,
Paraguay,PRY,2020,0.81328356,,53829,
Paraguay,PRY,2021,0.6891791,,46201,
Paraguay,PRY,2022,1.3295585,,90154,
Peru,PER,1997,19.838614,,5032141,
Peru,PER,1998,19.447102,,5020896,
Peru,PER,1999,19.33591,,5076110,
Peru,PER,2000,19.268625,,5135944,
Peru,PER,2001,20.254484,,5471730,
Peru,PER,2002,17.54501,,4795842,
Peru,PER,2003,14.664634,,4050862,
Peru,PER,2004,16.311806,,4550001,
Peru,PER,2005,17.811798,,5013535,
Peru,PER,2006,15.597147,,4426638,
Peru,PER,2007,13.215263,,3779616,
Peru,PER,2008,10.917175,,3144822,
Peru,PER,2009,8.811538,,2556168,
Peru,PER,2010,6.8237686,,1994558,
Peru,PER,2011,6.5040245,,1917238,
Peru,PER,2012,6.078547,,1808343,
Peru,PER,2013,5.3963337,,1620994,
Peru,PER,2014,4.824813,,1464522,
Peru,PER,2015,4.7185483,,1449154,
Peru,PER,2016,4.596183,,1430920,
Peru,PER,2017,4.4970593,,1421318,
Peru,PER,2018,3.5669863,,1148710,
Peru,PER,2019,2.9770849,,977224,
Peru,PER,2020,5.8217554,,1938922,
Peru,PER,2021,2.773094,,934962,
Peru,PER,2022,2.656552,,904545,
Philippines,PHL,1985,28.73,,15747677,
Philippines,PHL,1988,25.760872,,15136038,
Philippines,PHL,1991,27.195,,17143660,
Philippines,PHL,1994,25.580002,,17304942,
Philippines,PHL,1997,18.161642,,13206936,
Philippines,PHL,2000,15.031992,,11718674,
Philippines,PHL,2003,13.634615,,11308937,
Philippines,PHL,2006,15.298533,,13447691,
Philippines,PHL,2009,11.126217,,10341480,
Philippines,PHL,2012,12.485543,,12239868,
Philippines,PHL,2015,8.290904,,8542232,
Philippines,PHL,2018,5.057057,,5490388,
Philippines,PHL,2021,6.754131,,7691626,
Poland,POL,1985,0,,0,
Poland,POL,1986,0.24560685,,91995,
Poland,POL,1987,0,,0,
Poland,POL,1989,0,,0,
Poland,POL,1992,0.22361158,,85786,
Poland,POL,1995,1.7447743,,673396,
Poland,POL,1999,0.49605262,,191775,
Poland,POL,2004,2.1715841,,829159,
Poland,POL,2005,0.9209366,,351480,
Poland,POL,2006,0.65885246,,251295,
Poland,POL,2007,0.47138095,,179693,
Poland,POL,2008,0.17534827,,66853,
Poland,POL,2009,0.3663266,,139759,
Poland,POL,2010,0.3492378,,132860,
Poland,POL,2011,0.34194458,,130155,
Poland,POL,2012,0.19502151,,74231,
Poland,POL,2013,0.42161053,,160381,
Poland,POL,2014,0.39982548,,151981,
Poland,POL,2015,0.43371302,,164752,
Poland,POL,2016,0.23679398,,89911,
Poland,POL,2017,0.34852496,,132352,
Poland,POL,2018,0.24757744,,94017,
Poland,POL,2019,0.06276072,,23827,
Poland,POL,2020,0.13734049,,52051,
Poland,POL,2021,0.10752012,,40586,
Portugal,PRT,2003,0.8958964,,93700,
Portugal,PRT,2004,0.5366484,,56261,
Portugal,PRT,2005,0.5435212,,57088,
Portugal,PRT,2006,0.092665896,,9751,
Portugal,PRT,2007,0.25771353,,27171,
Portugal,PRT,2008,0.13725239,,14491,
Portugal,PRT,2009,0.16589662,,17532,
Portugal,PRT,2010,0.13645983,,14428,
Portugal,PRT,2011,0.5080361,,53636,
Portugal,PRT,2012,0.7032106,,73942,
Portugal,PRT,2013,0.8551859,,89429,
Portugal,PRT,2014,0.5456738,,56756,
Portugal,PRT,2015,0.48239422,,49967,
Portugal,PRT,2016,0.374637,,38683,
Portugal,PRT,2017,0.41049597,,42282,
Portugal,PRT,2018,0.2902539,,29849,
Portugal,PRT,2019,0.14872062,,15298,
Portugal,PRT,2020,0.47228974,,48632,
Portugal,PRT,2021,0.22650385,,23470,
Qatar,QAT,2017,0,,0,
Romania,ROU,1989,0,,0,
Romania,ROU,1992,0,,0,
Romania,ROU,1994,10.033,,2280522,
Romania,ROU,1995,1.7485844,,396654,
Romania,ROU,1997,2.2489161,,507220,
Romania,ROU,2006,7.355783,,1558967,
Romania,ROU,2007,5.310613,,1109014,
Romania,ROU,2008,4.086822,,839346,
Romania,ROU,2009,3.1286948,,637236,
Romania,ROU,2010,4.1745195,,845210,
Romania,ROU,2011,5.37642,,1083216,
Romania,ROU,2012,6.208166,,1245236,
Romania,ROU,2013,6.6171227,,1322346,
Romania,ROU,2014,7.0226746,,1398143,
Romania,ROU,2015,5.266119,,1043514,
Romania,ROU,2016,3.2403133,,638415,
Romania,ROU,2017,3.2661333,,639794,
Romania,ROU,2018,2.666744,,519321,
Romania,ROU,2019,2.1640766,,419217,
Romania,ROU,2020,1.4093623,,271517,
Romania,ROU,2021,1.7570449,,335983,
Russia,RUS,1993,3.5289998,,5239110,
Russia,RUS,1996,4.657,,6899817,
Russia,RUS,1997,1.5220835,,2251395,
Russia,RUS,1998,2.2844472,,3373461,
Russia,RUS,1999,4.385637,,6456306,
Russia,RUS,2000,2.9754066,,4361853,
Russia,RUS,2001,1.7576264,,2565721,
Russia,RUS,2002,1.0113968,,1469625,
Russia,RUS,2003,1.0929874,,1580991,
Russia,RUS,2004,1.0032749,,1445391,
Russia,RUS,2005,0.7747562,,1111921,
Russia,RUS,2006,0.44096822,,630803,
Russia,RUS,2007,0.20139945,,287609,
Russia,RUS,2008,0.09212515,,131502,
Russia,RUS,2009,0.066181496,,94497,
Russia,RUS,2010,0.08332945,,119036,
Russia,RUS,2011,0.038264908,,54704,
Russia,RUS,2012,0.0322114,,46127,
Russia,RUS,2013,0.008163993,,11716,
Russia,RUS,2014,0.021315757,,30656,
Russia,RUS,2015,0.032757774,,47203,
Russia,RUS,2016,0.027193299,,39251,
Russia,RUS,2017,0.033431694,,48308,
Russia,RUS,2018,0.029192207,,42176,
Russia,RUS,2019,0.030398078,,43897,
Russia,RUS,2020,0.010298438,,14837,
Rwanda,RWA,2000,75.21361,,6132384,
Rwanda,RWA,2005,66.05174,,6082787,
Rwanda,RWA,2010,59.20516,,6235126,
Rwanda,RWA,2013,53.74719,,6074333,
Rwanda,RWA,2016,52.005394,,6324619,
Rwanda (rural),,1984,58.591003,,3428880,
Saint Lucia,LCA,1995,38.125,,58083,
Saint Lucia,LCA,2015,5.222044,,9203,
Samoa,WSM,2002,2.1781778,,4065,
Samoa,WSM,2008,1.052526,,2019,
Samoa,WSM,2013,1.1502274,,2305,
Sao Tome and Principe,STP,2000,20.446453,,29644,
Sao Tome and Principe,STP,2010,22.615791,,41192,
Sao Tome and Principe,STP,2017,15.723551,,32711,
Senegal,SEN,1991,70.099,,5474273,
Senegal,SEN,1994,60.327,,5120660,
Senegal,SEN,2001,52.44071,,5251063,
Senegal,SEN,2005,41.061752,,4601184,
Senegal,SEN,2011,40.984364,,5319404,
Senegal,SEN,2018,9.222566,,1456044,
Senegal,SEN,2021,9.926822,,1706314,
Serbia,SRB,2012,5.340191,,384444,
Serbia,SRB,2013,5.8431945,,418614,
Serbia,SRB,2014,6.92315,,493660,
Serbia,SRB,2015,6.6467104,,471610,
Serbia,SRB,2016,6.3563867,,448654,
Serbia,SRB,2017,5.394842,,378764,
Serbia,SRB,2018,2.9232728,,204121,
Serbia,SRB,2019,2.3344426,,162133,
Serbia,SRB,2020,1.557031,,107422,
Serbia,SRB,2021,1.2428293,,84939,
Seychelles,SYC,1999,0.7582651,,613,
Seychelles,SYC,2006,0.37248194,,316,
Seychelles,SYC,2013,1.2360592,,1112,
Seychelles,SYC,2018,0.51100403,,495,
Sierra Leone,SLE,2003,61.33198,,3309788,
Sierra Leone,SLE,2011,38.698128,,2558869,
Sierra Leone,SLE,2018,26.062035,,2048810,
Slovakia,SVK,1992,0,,0,
Slovakia,SVK,1996,1.4934819,,80250,
Slovakia,SVK,2004,0.06723545,,3612,
Slovakia,SVK,2005,0.23737435,,12754,
Slovakia,SVK,2006,0.22897787,,12303,
Slovakia,SVK,2007,0.36757442,,19756,
Slovakia,SVK,2008,0.4077014,,21931,
Slovakia,SVK,2009,0.44677904,,24065,
Slovakia,SVK,2010,0.4951079,,26693,
Slovakia,SVK,2011,0.4238608,,22882,
Slovakia,SVK,2012,0.40092897,,21681,
Slovakia,SVK,2013,0.28149927,,15239,
Slovakia,SVK,2014,0.6754492,,36600,
Slovakia,SVK,2015,0.66175985,,35893,
Slovakia,SVK,2016,1.3807007,,74983,
Slovakia,SVK,2017,0.22536847,,12258,
Slovakia,SVK,2018,0.16945708,,9230,
Slovakia,SVK,2019,0.11811627,,6442,
Slovakia,SVK,2020,0.21230671,,11589,
Slovakia,SVK,2021,0.10148099,,5528,
Slovenia,SVN,1987,0,,0,
Slovenia,SVN,1993,0,,0,
Slovenia,SVN,1997,0,,0,
Slovenia,SVN,1999,0,,0,
Slovenia,SVN,2004,0.025957223,,518,
Slovenia,SVN,2005,0.101450935,,2029,
Slovenia,SVN,2006,0.05046054,,1013,
Slovenia,SVN,2007,0.03234887,,653,
Slovenia,SVN,2008,0,,0,
Slovenia,SVN,2009,0,,0,
Slovenia,SVN,2010,0.009157744,,188,
Slovenia,SVN,2011,0,,0,
Slovenia,SVN,2012,0.026254445,,540,
Slovenia,SVN,2013,0.021756856,,448,
Slovenia,SVN,2014,0,,0,
Slovenia,SVN,2015,0.004852958,,100,
Slovenia,SVN,2016,0,,0,
Slovenia,SVN,2017,0,,0,
Slovenia,SVN,2018,0,,0,
Slovenia,SVN,2019,0,,0,
Slovenia,SVN,2020,0,,0,
Slovenia,SVN,2021,0,,0,
Solomon Islands,SLB,2005,50.6165,,246987,
Solomon Islands,SLB,2012,26.564884,,153890,
South Africa,ZAF,1993,33.539997,,14263032,
South Africa,ZAF,2000,36.825,,17354002,
South Africa,ZAF,2005,28.331333,,13887212,
South Africa,ZAF,2008,18.662973,,9512730,
South Africa,ZAF,2010,18.035963,,9339909,
South Africa,ZAF,2014,20.492558,,11410567,
South Asia (PIP),,1990,50.02538,,570946048,
South Asia (PIP),,1991,48.535225,,566153920,
South Asia (PIP),,1992,46.799015,,558026944,
South Asia (PIP),,1993,46.19983,,563259072,
South Asia (PIP),,1994,44.582584,,555569216,
South Asia (PIP),,1995,43.757954,,556985216,
South Asia (PIP),,1996,42.236515,,548824384,
South Asia (PIP),,1997,41.813107,,554445120,
South Asia (PIP),,1998,41.766678,,565040256,
South Asia (PIP),,1999,41.136333,,567629888,
South Asia (PIP),,2000,40.87905,,575145984,
South Asia (PIP),,2001,40.692097,,583652672,
South Asia (PIP),,2002,40.370853,,590250176,
South Asia (PIP),,2003,38.93455,,579874880,
South Asia (PIP),,2004,37.170647,,563396672,
South Asia (PIP),,2005,35.515728,,547391104,
South Asia (PIP),,2006,33.808083,,529398336,
South Asia (PIP),,2007,32.096706,,510162592,
South Asia (PIP),,2008,30.94404,,499037376,
South Asia (PIP),,2009,29.53194,,483264128,
South Asia (PIP),,2010,25.400671,,421789888,
South Asia (PIP),,2011,21.55898,,363246848,
South Asia (PIP),,2012,19.845343,,339098688,
South Asia (PIP),,2013,18.913494,,327521920,
South Asia (PIP),,2014,17.816643,,312509312,
South Asia (PIP),,2015,16.556831,,293974048,
South Asia (PIP),,2016,15.743097,,282914912,
South Asia (PIP),,2017,12.573509,,228703504,
South Asia (PIP),,2018,10.077028,,185471152,
South Asia (PIP),,2019,10.596655,,197267168,
South Asia (PIP),,2020,12.991342,,244566112,
South Asia (PIP),,2021,11.447931,,217729520,
South Asia (PIP),,2022,9.702067,,186216448,
South Asia (PIP),,2023,8.673819,,168163984,
South Asia (PIP),,2024,7.586128,,148676784,
South Korea,KOR,2006,0.24944234,,120826,
South Korea,KOR,2008,0.24275911,,119085,
South Korea,KOR,2010,0.4958997,,245739,
South Korea,KOR,2012,0.24928062,,125138,
South Korea,KOR,2014,0.23564287,,119581,
South Korea,KOR,2016,0.24729006,,126657,
South Korea,KOR,2017,0.24032742,,123437,
South Korea,KOR,2018,0.24876693,,128327,
South Korea,KOR,2019,0,,0,
South Korea,KOR,2020,0,,0,
South Korea,KOR,2021,0,,0,
South Sudan,SSD,2009,34.54165,,3187927,
South Sudan,SSD,2016,67.32727,,7313200,
Spain,ESP,1980,0.4969268,,186304,
Spain,ESP,1985,0.23731555,,91294,
Spain,ESP,1990,0.4944265,,192170,
Spain,ESP,1993,1.2375659,,487122,
Spain,ESP,1994,0.9975268,,394513,
Spain,ESP,1995,1.4823424,,588846,
Spain,ESP,1996,1.4911164,,594804,
Spain,ESP,1997,0.9859978,,394965,
Spain,ESP,1998,0.95270455,,383211,
Spain,ESP,1999,0.720118,,290833,
Spain,ESP,2000,0.67538816,,273991,
Spain,ESP,2003,0.8087511,,341193,
Spain,ESP,2004,0.81765175,,350952,
Spain,ESP,2005,0.7379749,,322149,
Spain,ESP,2006,0.76963174,,341696,
Spain,ESP,2007,0.36304086,,164192,
Spain,ESP,2008,0.4889186,,224678,
Spain,ESP,2009,0.80560046,,373500,
Spain,ESP,2010,0.67572516,,314732,
Spain,ESP,2011,1.1273297,,526944,
Spain,ESP,2012,0.93659365,,438073,
Spain,ESP,2013,1.136304,,529745,
Spain,ESP,2014,0.7871572,,365878,
Spain,ESP,2015,0.90352696,,419642,
Spain,ESP,2016,1.1252797,,523076,
Spain,ESP,2017,0.67809105,,315945,
Spain,ESP,2018,0.8386145,,392453,
Spain,ESP,2019,0.79381347,,374163,
Spain,ESP,2020,0.8863663,,419833,
Spain,ESP,2021,0.5642503,,267544,
Sri Lanka,LKA,1985,17.183,,2765146,
Sri Lanka,LKA,1990,11.616388,,2010837,
Sri Lanka,LKA,1995,11.775274,,2148992,
Sri Lanka,LKA,2002,11.017083,,2105443,
Sri Lanka,LKA,2006,5.6293645,,1124448,
Sri Lanka,LKA,2009,3.4954607,,719209,
Sri Lanka,LKA,2012,2.5871487,,545227,
Sri Lanka,LKA,2016,1.2953176,,277528,
Sri Lanka,LKA,2019,0.95861256,,209006,
Sub-Saharan Africa (PIP),,1990,54.623943,,282203520,
Sub-Saharan Africa (PIP),,1991,56.051838,,297476608,
Sub-Saharan Africa (PIP),,1992,57.07728,,311013888,
Sub-Saharan Africa (PIP),,1993,58.16504,,325383296,
Sub-Saharan Africa (PIP),,1994,58.486702,,335768736,
Sub-Saharan Africa (PIP),,1995,58.04505,,342075776,
Sub-Saharan Africa (PIP),,1996,57.403816,,347399872,
Sub-Saharan Africa (PIP),,1997,56.957405,,353742720,
Sub-Saharan Africa (PIP),,1998,56.73273,,361500128,
Sub-Saharan Africa (PIP),,1999,56.375324,,368628800,
Sub-Saharan Africa (PIP),,2000,55.977608,,375728672,
Sub-Saharan Africa (PIP),,2001,55.015575,,379146432,
Sub-Saharan Africa (PIP),,2002,54.36647,,384747936,
Sub-Saharan Africa (PIP),,2003,53.210155,,386723648,
Sub-Saharan Africa (PIP),,2004,50.41715,,376387616,
Sub-Saharan Africa (PIP),,2005,48.702217,,373535616,
Sub-Saharan Africa (PIP),,2006,47.159878,,371671712,
Sub-Saharan Africa (PIP),,2007,46.022545,,372791456,
Sub-Saharan Africa (PIP),,2008,44.479103,,370352032,
Sub-Saharan Africa (PIP),,2009,43.910374,,375822592,
Sub-Saharan Africa (PIP),,2010,42.12031,,370573408,
Sub-Saharan Africa (PIP),,2011,40.977715,,370554176,
Sub-Saharan Africa (PIP),,2012,39.765438,,369551616,
Sub-Saharan Africa (PIP),,2013,38.86655,,371213120,
Sub-Saharan Africa (PIP),,2014,38.099934,,373953376,
Sub-Saharan Africa (PIP),,2015,38.19888,,385311648,
Sub-Saharan Africa (PIP),,2016,37.9819,,393551744,
Sub-Saharan Africa (PIP),,2017,37.453465,,398461888,
Sub-Saharan Africa (PIP),,2018,36.874565,,402819232,
Sub-Saharan Africa (PIP),,2019,36.659363,,411152736,
Sub-Saharan Africa (PIP),,2020,37.934452,,436740160,
Sub-Saharan Africa (PIP),,2021,37.613663,,444278688,
Sub-Saharan Africa (PIP),,2022,36.988327,,447998912,
Sub-Saharan Africa (PIP),,2023,36.917393,,458477664,
Sub-Saharan Africa (PIP),,2024,36.452698,,464179744,
Sudan,SDN,2009,18.576168,,6120505,
Sudan,SDN,2014,15.26306,,5647827,
Suriname,SUR,2022,1.1043117,,6825,
Suriname (urban),,1999,18.417946,,57510,
Sweden,SWE,1975,0.49898672,,40879,
Sweden,SWE,1981,0.24968058,,20775,
Sweden,SWE,1987,0.24625531,,20680,
Sweden,SWE,1992,0.2435132,,21108,
Sweden,SWE,1995,0.24724913,,21825,
Sweden,SWE,2000,0,,0,
Sweden,SWE,2001,0.24867782,,22122,
Sweden,SWE,2002,0,,0,
Sweden,SWE,2003,0.32370964,,28999,
Sweden,SWE,2004,0.397172,,35720,
Sweden,SWE,2005,1.0845832,,97933,
Sweden,SWE,2006,0.36438262,,33088,
Sweden,SWE,2007,0.41083917,,37584,
Sweden,SWE,2008,0.5764025,,53142,
Sweden,SWE,2009,0.45801592,,42589,
Sweden,SWE,2010,0.5474092,,51337,
Sweden,SWE,2011,0.6156513,,58174,
Sweden,SWE,2012,0.45700213,,43504,
Sweden,SWE,2013,0.65087146,,62486,
Sweden,SWE,2014,0.47433352,,45992,
Sweden,SWE,2015,0.5691551,,55773,
Sweden,SWE,2016,0.26145265,,25944,
Sweden,SWE,2017,0.24834995,,24978,
Sweden,SWE,2018,0.72550684,,73822,
Sweden,SWE,2019,0.3165186,,32535,
Sweden,SWE,2020,0.38908952,,40284,
Sweden,SWE,2021,0.6292847,,65545,
Switzerland,CHE,1982,0.69740707,,44573,
Switzerland,CHE,1992,0.49456292,,34003,
Switzerland,CHE,2000,0,,0,
Switzerland,CHE,2002,0,,0,
Switzerland,CHE,2004,0,,0,
Switzerland,CHE,2006,0.046570357,,3485,
